idea,descripcion,edad minima,edad maxima,nivel dificuldad,componentes
¡Rockstar Invisible!,Convierte tu dispositivo en unas baquetas mágicas. Muévelo con fuerza hacia abajo para golpear el bombo y hacia los lados para tocar la caja. ¡Crea tu propio solo de rock sin tocar ningún instrumento físico!,8,12,1,"Motion, Musical Drum"
Zapatillas Musicales,"¡Ponte el dispositivo en el bolsillo y empieza a marchar! Cada vez que des un paso, sonará un tambor grave. Intenta caminar al ritmo de una canción o corre para acelerar el tempo de tu propia banda de marcha.",7,10,1,"Motion, Musical Drum"
La Fiesta de la Maraca Loca,"Agita tu dispositivo como si fuera un salero gigante para hacer sonar las maracas. Si dejas de moverte, la música para. ¡Ideal para jugar a las estatuas musicales con tus amigos!",6,9,1,"Motion, Musical Drum"
La Trampa del Tesoro Pirata,"Protege tu diario o tus juguetes. Coloca el dispositivo sobre tu 'tesoro'. Si alguien intenta moverlo, una ruidosa batería de alarma sonará para alertarte de que hay un intruso intentando robarte.",9,13,2,"Motion, Musical Drum"
Guantes de Poder Sónico,"Sujeta el dispositivo con cuidado y lanza un puñetazo al aire (¡sin golpear nada!). Si lo haces con suficiente fuerza y rapidez, escucharás un potente '¡PUM!' de batería. ¿Cuántos golpes sónicos puedes dar en un minuto?",10,14,2,"Motion, Musical Drum"
El Gran Redoble de Circo,¡Damas y caballeros! Eres el director del circo. Inclina tu tableta hacia adelante para hacer que el redoble de tambores vaya cada vez más rápido hasta llegar al gran final del acto de magia.,11,15,3,"Motion, Musical Drum"
Soy un Robot Gigante,"Camina como un robot: movimientos secos y paradas bruscas. Cada vez que te muevas, tu cuerpo sonará como metal chocando. ¡Perfecto para completar tu disfraz de cyborg!",8,12,2,"Motion, Musical Drum"
La Caja de Sorpresas Rítmicas,"No sabes qué sonido va a salir. Agita el dispositivo y crea una canción loca. A veces será un bombo grave, otras un platillo brillante. ¡Júntate con amigos y cread una orquesta del caos!",6,10,1,"Motion, Musical Drum"
Carrera de Caballos del Oeste,Sujeta las riendas (tu dispositivo) y empieza a galopar. El dispositivo detectará tus saltos y hará sonar los cascos del caballo. ¡Corre más rápido para escapar de los bandidos!,7,11,2,"Motion, Musical Drum"
El Hechicero de las Tormentas,"Aprende el hechizo del trueno. Dibuja un círculo en el aire y luego empuja hacia adelante con fuerza. Si lo haces bien, invocarás un poderoso estruendo de tambores que hará temblar el suelo.",9,13,2,"Motion, Musical Drum"
Piloto de la Nave Musical,"Pilota tu nave espacial inclinando la tablet. Si giras a la izquierda suenan los platillos, si vas hacia adelante activas los propulsores (bombo). ¡Aprende a volar con ritmo!",12,16,3,"Motion, Musical Drum"
La Bomba Rítmica,"Pasa el dispositivo a tu amigo con cuidado pero rápido. Mientras se mueva, el ritmo es suave. Pero ten cuidado, en cualquier momento... ¡BOOM! Sonará el platillo final y quien lo tenga pierde.",8,14,2,"Motion, Musical Drum"
Marca tu Propio Ritmo,¿Tienes una canción en la cabeza? Agita el dispositivo al ritmo de esa canción tres veces. El sistema aprenderá tu velocidad y seguirá tocando la batería automáticamente a tu ritmo.,12,16,3,"Motion, Musical Drum"
El Guardián del Templo,"Deja la tableta en la mesa. Si alguien golpea la mesa o salta cerca, el 'Templo' se enfadará y empezará a rugir con tambores graves. ¡Intenta moverte sin despertar al guardián!",9,13,2,"Motion, Musical Drum"
Rey de la Cancha Invisible,Practica tu técnica de bote de baloncesto sin molestar a los vecinos. Haz el gesto de botar el balón y escucharás el sonido exacto. Intenta hacer botes cruzados y mantén el ritmo.,10,15,2,"Motion, Musical Drum"
Entrenador Personal DJ,"Sal a correr y tu música se adaptará a ti. Si sprintas, la batería se vuelve frenética y rápida. Si caminas para descansar, el ritmo se relaja. ¡Tu movimiento controla la música!",13,18,3,"Motion, Musical Drum"
El Camarero Equilibrista,"Imagina que llevas una bandeja llena de vasos de cristal. Tienes que caminar hasta la meta manteniendo la tablet plana. Si te inclinas, ¡CRASH!, se romperá la vajilla (sonará un platillo).",6,10,1,"Motion, Musical Drum"
El Látigo del Aventurero,"Haz el gesto de lanzar un látigo como en las películas de aventuras. Si haces el movimiento de muñeca correcto, escucharás un chasquido seco. ¡Perfecto para explorar la selva del salón!",10,14,2,"Motion, Musical Drum"
Construye tu Banda,Empieza en silencio. Agita una vez: entra el bombo. Agita otra vez: se suman los platillos. ¡Sigue agitando para añadir más instrumentos y crear una canción completa capa por capa!,10,15,3,"Motion, Musical Drum"
Ping Pong Aéreo,Juega al ping pong sin mesa. Haz un movimiento de derecha y sonará 'Ping'. Haz un revés y sonará 'Pong'. Juega contra un amigo invisible y mantén la pelota en juego.,8,12,2,"Motion, Musical Drum"
Lluvia de Estrellas Mágicas,"¡Eres un mago controlando el clima! Crea un programa donde, al agitar tu varita (el dispositivo), caigan 'estrellas' sonoras. Cuanto más fuerte agites, más agudas y rápidas sonarán las notas, simulando una lluvia de polvo de hadas.",8,11,1,"Motion, Musical Keyboard"
Entrenamiento del Caballero Galáctico,"Diseña tu propia espada de luz. Programa el dispositivo para que emita un sonido grave y constante cuando la muevas suavemente para defenderte, y un tono agudo de 'impacto' cuando hagas un movimiento rápido de ataque.",9,12,2,"Motion, Musical Keyboard"
Las Botas del Gigante,Imagina que eres un gigante cuyo caminar hace temblar la tierra. Crea un algoritmo que detecte cada vez que das un paso fuerte y reproduzca una nota muy grave (Do bajo) para sonorizar tu caminata pesada.,10,14,2,"Motion, Musical Keyboard"
Detector de T-Rex,"Estás en un parque jurásico y necesitas saber si se acerca un T-Rex. Programa el sensor para que se quede en silencio total si está quieto, pero si detecta las vibraciones del suelo (golpes en la mesa), toque una alerta de peligro.",8,12,1,"Motion, Musical Keyboard"
El Maestro de la Orquesta Digital,Conviértete en el director de una orquesta robot. Programa tu batuta para que cuando apuntes al cielo suenen notas agudas (violines) y cuando apuntes al suelo suenen notas graves (contrabajos).,11,15,3,"Motion, Musical Keyboard"
Karate Musical,"Aprende artes marciales haciendo música. Configura el sistema para que un puñetazo al frente (Eje Z) toque un 'Do', un golpe a la izquierda toque un 'Mi' y un gancho arriba toque un 'Sol'. ¡Crea una canción peleando!",10,13,2,"Motion, Musical Keyboard"
Baila para Sobrevivir,"Estás atrapado en una fiesta alienígena. Si dejas de bailar, la música se apaga y pierdes energía. Programa el dispositivo para que toque una melodía divertida solo mientras detecte que te estás moviendo constantemente.",7,10,1,"Motion, Musical Keyboard"
El Fantasma de la Ópera,"Crea un efecto de sonido espeluznante para una casa embrujada. Al inclinar suavemente el dispositivo de izquierda a derecha, el sonido debe deslizarse de notas graves a agudas como un lamento fantasmal.",12,16,3,"Motion, Musical Keyboard"
Salto a la Luna,"¡Convierte tu suelo en una superficie lunar! Programa el sensor para que detecte cuando saltas. Al despegar, debe sonar una escala subiendo, y al aterrizar, una nota final de 'poing'.",9,13,2,"Motion, Musical Keyboard"
La Pelota Cantarina,"Vamos a jugar a 'la papa caliente' pero lanzando el dispositivo (con cuidado). Programa el sensor para que, mientras esté volando por el aire, cante una nota larga, y se calle abruptamente al ser atrapado.",11,15,3,"Motion, Musical Keyboard"
Nana para el Bebé Robot,"Tienes que dormir a un bebé robot sensible. Si lo meces suavemente de lado a lado, programa el dispositivo para tocar una canción de cuna lenta. Si dejas de mecerlo o lo agitas muy fuerte, debe dejar de sonar.",8,12,2,"Motion, Musical Keyboard"
Torneo de Pesca Virtual,"Sin agua ni anzuelos. Usa el sensor para imitar el movimiento de lanzar la caña. Si el movimiento es seco y rápido, debe sonar una escala rápida hacia abajo simulando el sedal hundiéndose en el lago.",9,13,2,"Motion, Musical Keyboard"
El Guardián del Tesoro,"Protege tus dulces o tu diario secreto. Programa una trampa: el dispositivo debe estar totalmente quieto. Al más mínimo movimiento (alguien intentando robar), debe sonar una alarma policial (ni-no-ni-no).",7,11,1,"Motion, Musical Keyboard"
El Tornado Musical,"¡Gira como un remolino! Crea un desafío donde al girar tu cuerpo hacia la derecha, las notas musicales suban (Do, Re, Mi...), y si giras hacia la izquierda, las notas bajen. ¿Puedes tocar una canción girando?",10,14,3,"Motion, Musical Keyboard"
Tenis Sónico en Wimbledon,"Juega un partido de tenis invisible. Programa el sensor para reconocer un 'swing' de brazo. Justo en el momento más rápido del movimiento, debe sonar un acorde fuerte como si golpearas la pelota ganadora.",9,13,2,"Motion, Musical Keyboard"
Estrella de Rock Invisible,"Forma tu banda de rock. Programa el sensor para que funcione como una baqueta. Un golpe seco hacia abajo en el aire debe tocar una nota grave y corta, simulando un tambor. ¡Intenta seguir un ritmo!",8,12,1,"Motion, Musical Keyboard"
Equilibrista de la Cuerda Floja,"Ayuda al equilibrista a no caerse. Programa el dispositivo para que esté en silencio solo si lo mantienes perfectamente plano en tu palma. Si se inclina un poco, debe empezar a sonar un zumbido que avisa '¡Cuidado!'.",11,15,3,"Motion, Musical Keyboard"
Carrera de Motos del Futuro,"Toma el manubrio de tu moto cibernética. Programa el sensor para que, al inclinar tu mano hacia atrás, el sonido del 'motor' (una nota continua) se vuelva más agudo, simulando que vas a toda velocidad.",9,12,2,"Motion, Musical Keyboard"
Dados de la Suerte Cantarines,"Sustituye los dados de tus juegos de mesa. Agita el dispositivo con fuerza y programalo para que, al detenerse, elija un número al azar del 1 al 6 y toque esa cantidad de 'beeps' musicales para decirte cuánto avanzar.",10,14,3,"Motion, Musical Keyboard"
Corazón Biónico,"Simula cómo funciona tu corazón. Programa un ritmo de fondo lento (bum... bum...). Si empiezas a correr o saltar con el sensor, el ritmo de la música debe acelerarse automáticamente para igualar tu energía.",11,15,2,"Motion, Musical Keyboard"
El Baterista Invisible,"¡Convierte tu habitación en un escenario! Programa una aplicación que escuche tus aplausos. Cada vez que aplaudas fuerte, la aplicación tocará la caja de la batería. Intenta aplaudir con diferentes ritmos para ver si tu 'baterista invisible' puede seguirte el paso.",8,11,1,"Musical Drum, Noise Level"
El Guardián del Silencio,"Eres el encargado de la biblioteca mágica y debes mantener el silencio. Crea un programa que vigile el ruido. Si tus amigos empiezan a hablar demasiado fuerte, ¡haz que suene un Gong místico automáticamente para recordarles que deben susurrar!",9,12,2,"Musical Drum, Noise Level"
Zapatos de T-Rex,"¡Transfórmate en un enorme dinosaurio! Programa la tablet para que detecte cuando pisas fuerte contra el suelo. Cada vez que des un pisotón, la aplicación hará sonar un enorme bombo, haciendo creer a todos que un T-Rex se acerca.",7,10,1,"Musical Drum, Noise Level"
El Loro Robot Musical,"Has encontrado un loro robot en la selva digital. Háblale o grítale algo corto, y programa al robot para que te responda no con palabras, sino con un redoble de tambores aleatorio. ¡Intenta mantener una conversación rítmica con él!",10,13,2,"Musical Drum, Noise Level"
Trampa para Espías,"Protege tu base secreta. Configura el sensor para que detecte el más mínimo ruido de pasos sigilosos. Si alguien intenta entrar en tu habitación, ¡activa una alarma de batería frenética para atrapar al espía in fraganti!",9,12,1,"Musical Drum, Noise Level"
Tu Banda de Respaldo,"¿Te gusta hacer beatbox? Crea un programa inteligente que te acompañe. Si haces un sonido suave, la app tocará un platillo; si haces un sonido fuerte, tocará el bombo. ¡Conviértete en una banda de un solo hombre!",12,15,3,"Musical Drum, Noise Level"
Entrenamiento Ninja: Pies de Algodón,"El Sensei te está poniendo a prueba. Debes cruzar la habitación sin hacer ningún ruido. Programa la app para que detecte cualquier sonido. Si eres demasiado ruidoso, sonará el platillo y tendrás que volver a empezar. ¿Puedes ser totalmente silencioso?",8,11,2,"Musical Drum, Noise Level"
El Aplausómetro de Talentos,"Organiza un concurso de talentos con tus amigos. Crea un 'Aplausómetro' que escuche los gritos y aplausos del público. Si el ruido es muy fuerte, ¡haz que la batería toque un ritmo de celebración súper rápido para anunciar al ganador!",10,14,2,"Musical Drum, Noise Level"
Cuentacuentos de Terror,"Escribe una historia de miedo para contar en la oscuridad. Programa efectos de sonido automáticos: cuando grites '¡BUUU!' en la parte más aterradora, la tablet debe detectar el grito y tocar un golpe dramático de tambor para asustar a tu audiencia.",11,14,2,"Musical Drum, Noise Level"
El Dios del Trueno,"Controla el clima con tu voz. Si haces un sonido de 'swish' suave, no pasa nada, pero si das una palmada fuerte como un rayo, programa la app para que desate una tormenta de tambores graves que sacuda la habitación.",8,12,2,"Musical Drum, Noise Level"
Detector de Ronquidos,"¿Tu perro o tu papá roncan mucho? Crea una broma tecnológica. Programa la app para escuchar ronquidos. Cuando detecte el ruido, tocará suavemente el platillo 'tss-tss-tss' para que dejen de roncar sin despertarlos del todo.",10,13,3,"Musical Drum, Noise Level"
"Preparados, Listos... ¡GRITA!","Eres el juez de las olimpiadas escolares. En lugar de usar un silbato, usarás tu voz. Programa el sistema para que espere en silencio y, en el momento exacto en que grites '¡YA!', toque un golpe de caja seco para que los corredores salgan disparados.",7,10,1,"Musical Drum, Noise Level"
El Comediante Robot,"Practica tus mejores chistes. Programa tu asistente para que escuche a tu público. Si detecta que tus amigos se están riendo fuerte, debe tocar automáticamente el clásico sonido de batería 'Ba-Dum-Tss' para cerrar el chiste con estilo.",11,14,2,"Musical Drum, Noise Level"
Música para Días Lluviosos,"Crea una atmósfera relajante. Cuando empiece a llover y las gotas golpeen la ventana (haciendo ruido constante), programa tu dispositivo para que acompañe el sonido del agua con un ritmo de jazz muy suave y lento usando las escobillas de la batería.",12,15,3,"Musical Drum, Noise Level"
La Llave Secreta,"Inventa un golpe secreto para entrar a tu club. Programa la app para escuchar dos golpes rápidos: 'Toc-Toc'. Si el micrófono escucha exactamente ese patrón de ruido, sonará un platillo brillante indicando que la puerta mágica se ha abierto.",10,14,3,"Musical Drum, Noise Level"
Baile Activado por Ruido,"¡Que no pare la fiesta! Programa un DJ automático. Mientras tú y tus amigos hagáis ruido cantando o pisando fuerte, la batería tocará un ritmo marchoso. En el momento en que os quedéis callados, la música parará. ¡Tenéis que hacer ruido para mantener el baile!",8,12,2,"Musical Drum, Noise Level"
El Grito de Poder,"¿Has tenido un mal día? ¡Súltalo todo! Crea una herramienta que mida tu grito. Mientras grites, la batería hará un redoble que sube de intensidad. Cuando te quedes sin aire y pares, sonará un gran PLATILLAZO final para que te sientas como una estrella de rock.",11,15,2,"Musical Drum, Noise Level"
Alimenta al Monstruo Glotón,"Tienes un monstruo mascota que se alimenta de ruidos. Haz sonidos de masticar 'ñam ñam' cerca del micrófono. Programa la app para que cada vez que escuche un sonido, toque un bombo suave, simulando que el monstruo está tragando su comida.",6,9,1,"Musical Drum, Noise Level"
El Semáforo Sonoro de la Clase,"Ayuda a tu profesor a controlar la clase. Crea un programa que reaccione al nivel de ruido. Si la clase habla bajito, suena un platillo suave y agradable. Pero si todos gritan, ¡la batería empieza a tocar un ritmo molesto hasta que todos se callen!",9,12,2,"Musical Drum, Noise Level"
Carrera de Soplidos,"Imagina que controlas un motor con tus pulmones. Sopla al micrófono para acelerar. Programa la batería para que toque un ritmo lento si soplas suave, y un ritmo súper rápido de carrera si soplas con todas tus fuerzas. ¿Cuánto aguantas?",8,11,2,"Musical Drum, Noise Level"
La Fiesta del Robot DJ,"¡Eres el DJ de una fiesta de robots! Debes programar el sistema de sonido principal. Cuando el 'Interruptor Maestro' esté encendido, el robot debe tocar un ritmo de baile constante (bucle de bombo y caja) para que todos bailen. Si apagas el interruptor, la música debe parar inmediatamente para que los robots descansen.",8,10,1,"Musical Drum, Switch"
El Telégrafo Espía de la Jungla,"Estás enviando mensajes secretos a través de la densa jungla. Configura el sistema para que cada vez que presiones el interruptor, suene un golpe fuerte de tambor (Caja). Usa pulsaciones cortas y largas para crear tu propio código secreto y comunicarte con la base aliada.",9,12,1,"Musical Drum, Switch"
¡Despierta al Oso Dormilón!,"Un oso está hibernando demasiado y necesita despertar. Crea un programa donde una batería ruidosa esté sonando en bucle infinito. El desafío es configurar el interruptor como el 'Botón de Snooze': solo cuando el interruptor se active, el ruido de la batería se detendrá y el oso podrá levantarse.",8,11,1,"Musical Drum, Switch"
El Corazón del Cyborg,"Necesitamos calibrar el corazón de un nuevo Cyborg. Programa el sistema para que, al encender el interruptor de energía, el corazón (representado por un sonido de 'Hi-Hat' o 'Rimshot') lata a un ritmo constante y perfecto. Esto ayudará al Cyborg a mantener sus funciones vitales sincronizadas.",10,13,2,"Musical Drum, Switch"
Entrada Triunfal al Castillo,"¡El Rey ha llegado! Diseña un timbre especial para la puerta del castillo. Cuando los visitantes presionen el interruptor, no debe sonar un simple 'ding-dong', sino un majestuoso redoble de tambores que anuncie su llegada con estilo.",7,10,1,"Musical Drum, Switch"
El Mago del Clima,"Eres el encargado de los efectos especiales en una obra escolar sobre una tormenta. Programa el interruptor para que, en el momento exacto en que el villano levante su vara, tú actives el interruptor y suene un estruendoso 'Crash' de platillos simulando un trueno aterrador.",8,11,1,"Musical Drum, Switch"
Detector de Vida Alienígena,"Has encontrado un huevo alienígena gigante. Usa el interruptor para activar el escáner de vida. Si el interruptor está encendido, el sistema debe reproducir un sonido de bombo profundo y lento ('Thump... Thump...') para indicar que la criatura dentro está viva y durmiendo.",9,12,2,"Musical Drum, Switch"
Desfile de los Soldaditos de Juguete,"¡Los soldaditos de juguete necesitan marchar en orden! Tú eres el capitán. Configura el interruptor para que, al activarlo, comience a sonar un ritmo de marcha militar. Los soldados solo marcharán mientras escuchen el tambor; si apagas el interruptor, deben detenerse.",8,11,1,"Musical Drum, Switch"
El Árbitro de Congelados,"Vamos a crear el juego de 'Congelados' automatizado. Programa la batería para tocar un ritmo funky mientras el interruptor esté en 'ON'. Tu tarea es apagar el interruptor aleatoriamente para detener la música. Quien se mueva cuando el tambor no suene, ¡pierde!",7,10,1,"Musical Drum, Switch"
Acelerador de Tren a Vapor,"Eres el maquinista de un tren antiguo. El interruptor es tu palanca de velocidad. Si el interruptor está apagado, el tren hace un sonido rítmico lento (chug... chug...). Si enciendes el interruptor, el tren debe acelerar y el ritmo de la batería debe volverse mucho más rápido.",11,14,2,"Musical Drum, Switch"
Batalla de Bandas: Rock vs. Techno,"Estás diseñando un escenario inteligente. Cuando el interruptor está apagado, el escenario está configurado para una banda de Rock (suenan tambores acústicos). Cuando enciendes el interruptor, el escenario se transforma para una fiesta Techno (suenan tambores electrónicos sintéticos). ¡Cambia entre estilos!",10,13,2,"Musical Drum, Switch"
La Máquina de Comedia,"Ayuda a un payaso a mejorar su acto. Programa el interruptor para que funcione como un detonador de risas. Cada vez que el payaso termine un chiste y presione el interruptor, debe sonar un 'Cencerro' o un efecto de sonido gracioso para que el público sepa cuándo reír.",7,9,1,"Musical Drum, Switch"
Despegue Espacial en T-Menos 10,"El cohete está listo en la plataforma. Al activar el interruptor de 'Inicio de Secuencia', debes programar la batería para que toque un golpe seco (Rimshot) cada segundo, simulando los últimos momentos antes del despegue. ¡Haz que suene emocionante!",9,12,2,"Musical Drum, Switch"
Trampa para Ladrones de Galletas,"Protege el tarro de galletas. Coloca el interruptor de manera que se active si alguien abre la tapa. Si el interruptor pasa a 'ON', tu programa debe disparar una alarma de batería frenética y ruidosa para asustar al ladrón y alertarte.",8,11,1,"Musical Drum, Switch"
Noche de Lluvia en la Cabaña,"Crea una atmósfera relajante. Cuando enciendas el interruptor, el sistema debe reproducir sonidos suaves y aleatorios de percusión (como golpecitos en los toms) que suenen como gotas de lluvia cayendo sobre el techo de zinc de una cabaña.",11,14,2,"Musical Drum, Switch"
Obras en la Ciudad,"Estamos construyendo un rascacielos. Necesitamos simular el sonido de las herramientas. Configura el interruptor para que, mientras se mantenga presionado o encendido, la batería reproduzca un redoble de caja ultra-rápido que suene como un martillo neumático rompiendo el pavimento.",8,10,1,"Musical Drum, Switch"
Carrera de Caballos del Oeste,"¡Yii-ha! Eres el jinete en una carrera del viejo oeste. Cuando bajes la palanca (interruptor), tu caballo debe salir disparado. Programa un ritmo de 'galope' (ta-ca-tá, ta-ca-tá) usando los tambores para simular el sonido de los cascos golpeando la tierra a toda velocidad.",9,12,2,"Musical Drum, Switch"
Público Virtual para Talentos,"Tu amigo está cantando y no hay público. ¡Crea un público virtual! Configura el interruptor para que cada vez que lo presiones, suene una ráfaga de golpes de tambor que suenen como si muchas personas estuvieran aplaudiendo al mismo tiempo.",8,11,1,"Musical Drum, Switch"
Café Jazz Relajante,"Eres el encargado del ambiente en una cafetería elegante. Los clientes quieren tranquilidad. Programa el interruptor para activar el modo 'Jazz'. Al encenderlo, la batería debe tocar un ritmo muy suave y arrastrado (usando sonidos de escobillas) para no molestar a los que leen.",10,13,2,"Musical Drum, Switch"
El Baterista de Cuatro Brazos,"Imagina que eres un alienígena con cuatro brazos tocando la batería. Programa un ritmo base de bombo. Cuando actives el interruptor, tus 'otros dos brazos' deben entrar en acción añadiendo platillos rápidos al ritmo. Apaga el interruptor para volver al ritmo simple.",11,14,3,"Musical Drum, Switch"
El Corazón del Gigante,"Imagina que estás dentro de un gigante dormido y tienes el control de su corazón. Tu misión es mantener al gigante vivo presionando el botón rítmicamente para simular los latidos. Si te detienes, el gigante se despierta.",6,8,1,"Musical Drum, Touch Button"
¡Rompe el Cristal!,"Eres un actor de doblaje en una película de acción. En la pantalla (imaginaria), el héroe salta por una ventana. Debes presionar el botón en el momento exacto para crear el sonido del cristal rompiéndose con un gran platillazo.",7,9,1,"Musical Drum, Touch Button"
La Marcha de los Soldados,"Eres el líder de una banda de marcha. Tus soldados de juguete necesitan seguir tu ritmo para no perderse. Usa el botón para tocar el tambor (caja) y guiar el desfile: izquierda, derecha, izquierda, derecha.",8,10,1,"Musical Drum, Touch Button"
El Club de la Comedia,"Tus amigos están contando chistes (algunos muy malos). Tu trabajo es ser el baterista del show. Cada vez que alguien termine un chiste, presiona el botón para hacer el clásico sonido 'Ba-dum-tss'.",9,12,2,"Musical Drum, Touch Button"
El Telégrafo de la Jungla,Estás perdido en la selva y necesitas enviar un mensaje a la tribu vecina. Usa el botón para tocar un código secreto con los tambores tribales (Toms) y pedir rescate.,10,13,2,"Musical Drum, Touch Button"
Entrenador de Robots Bailarines,"Los robots no tienen ritmo y necesitan tu ayuda. Presiona el botón constantemente como un reloj (tic-tac, tic-tac) usando el sonido del platillo cerrado para que los robots puedan bailar sincronizados.",8,11,1,"Musical Drum, Touch Button"
Trampa para Zombis,"Has colocado una placa de presión en la entrada de tu fuerte. Programa el sistema para que, cuando un zombi pise el botón, suenen tambores fuertes y lo ahuyenten antes de que entre.",9,12,2,"Musical Drum, Touch Button"
El Dios del Trueno,"Tienes el martillo de Thor. Cada vez que tocas el botón, debes invocar una tormenta. Crea un sonido retumbante y profundo que haga temblar la tierra (usando el tambor base o tom de piso).",7,10,1,"Musical Drum, Touch Button"
Espía Secreto,"Eres un espía en una misión encubierta. No puedes hablar, solo puedes golpear la mesa. Usa el botón para enviar 'S.O.S' usando sonidos cortos (Caja) y largos (Tom) para que te rescaten.",11,14,3,"Musical Drum, Touch Button"
El Gran Redoble de Circo,El trapecista está a punto de realizar el salto mortal. Mantén presionado el botón para hacer un redoble de tambores (trrrrrr) que genere suspenso hasta que el trapecista aterrice.,10,13,2,"Musical Drum, Touch Button"
Caballo al Galope,"Estás montando un caballo en una carrera. Tienes que presionar el botón al ritmo del galope 'ta-ca-tá, ta-ca-tá' usando el sonido de madera para que tu caballo corra más rápido y gane la copa.",8,11,2,"Musical Drum, Touch Button"
Carrera de Autos Dragster,"Tu dedo es el motor de un auto de carreras. Cuanto más rápido presiones el botón (bombo), más rápido rugirá el motor y acelerará el coche. ¡No dejes que el motor se apague!",9,12,2,"Musical Drum, Touch Button"
Cazador de Mosquitos,¡Hay un mosquito molesto en la habitación! Espera a verlo (imagínalo) y presiona el botón rápidamente para aplastarlo con un sonido de palmada (Clap) fuerte y seco.,6,9,1,"Musical Drum, Touch Button"
La Cueva de las Estalactitas,"Estás explorando una cueva húmeda y oscura. Todo está en silencio, excepto por las gotas de agua que caen del techo. Presiona el botón suavemente para crear el ambiente sonoro de las gotas cayendo en un charco.",8,11,1,"Musical Drum, Touch Button"
¿Quién es? El Lobo Feroz,"Eres el Cerdito en su casa de ladrillo. El Lobo Feroz está afuera. Programa el botón para que cuando el lobo toque, suenen tres golpes fuertes en la puerta (Tom-Tom-Tom).",7,9,2,"Musical Drum, Touch Button"
Detectives en la Noche,Estás investigando un misterio en un callejón oscuro. Presiona el botón lentamente para hacer sonar el platillo (Ride) como si fuera el jazz de una película de detectives antigua mientras buscas pistas.,10,13,1,"Musical Drum, Touch Button"
Director de Fuegos Artificiales,"Es Año Nuevo y tú controlas el espectáculo pirotécnico. Cada vez que presiones el botón, lanzarás un cohete que explotará en el cielo con un gran estruendo (Bombo + Platillo).",8,12,2,"Musical Drum, Touch Button"
La Vaca Perdida,Es de noche en la granja y no encuentras a tu vaca favorita. Presiona el botón mientras caminas (imaginariamente) para hacer sonar su cencerro y guiarla de vuelta al granero.,6,9,1,"Musical Drum, Touch Button"
Obras en la Ciudad,Eres un trabajador de la construcción arreglando la calle. Mantén presionado el botón para activar tu taladro neumático (martillo) y romper el pavimento virtual con un sonido rápido y fuerte.,9,12,2,"Musical Drum, Touch Button"
Mario Saltador,"Estás diseñando tu propio videojuego. Programa el botón para que, cada vez que quieras que tu personaje salte un obstáculo, suene un tambor agudo que le dé impulso.",10,14,2,"Musical Drum, Touch Button"
El Ascensor Vocal Mágico,"Los estudiantes crearán un 'ascensor' controlado por su voz. Deberán programar el sistema para que, al susurrar, el teclado toque notas bajas (el sótano), y al gritar o cantar fuerte, toque notas altas (la azotea). Aprenderán a mapear rangos de valores de entrada (sensor de ruido) a salidas específicas (notas musicales).",10,13,2,"Musical Keyboard, Noise Level"
El Guardián de la Biblioteca,"¡Shhh! Los estudiantes programarán al 'Guardián'. El reto es calibrar el sensor para detectar el nivel de ruido aceptable. Si alguien habla demasiado fuerte (input > umbral), el teclado debe tocar una melodía de alarma molesta. Esto introduce el concepto de condicionales y umbrales en la programación.",8,11,1,"Musical Keyboard, Noise Level"
El Director de Orquesta Mágico,Conviértete en el director. La orquesta (el teclado) está congelada y solo toca la siguiente nota de la sinfonía cuando das un aplauso firme. Los estudiantes deben detectar un 'pico' de sonido para iterar a través de una lista (array) de notas musicales.,9,12,2,"Musical Keyboard, Noise Level"
La Niñera Robot,"Diseña un robot que ayude a dormir a un bebé. Si el sensor de ruido detecta llanto (ruido alto), el teclado debe tocar suavemente 'Estrellita, ¿dónde estás?'. Si hay silencio, el robot descansa. Los alumnos trabajarán con bucles y condicionales simples.",7,10,1,"Musical Keyboard, Noise Level"
Misión Ninja Silenciosa,"Los estudiantes deben cruzar la habitación sin ser detectados. Programarán el sistema para que toque una música de fondo agradable mientras el ruido sea cero. Si alguien pisa fuerte o habla (ruido > 10), la música se corta y suena un tono de 'Game Over'.",8,12,1,"Musical Keyboard, Noise Level"
La Flauta Digital,Construye tu propio instrumento de viento digital. Los alumnos deben programar la lógica para que el teclado sostenga una nota solo MIENTRAS el sensor detecte el sonido de soplido (ruido constante). Esto enseña la diferencia entre eventos de disparo único y bucles continuos (WHILE).,10,14,2,"Musical Keyboard, Noise Level"
El Medidor de Fuerza Musical,"Como en los juegos de feria donde golpeas con un martillo, aquí usarás tu voz. Grita suave para obtener una nota, más fuerte para un acorde, y con toda tu fuerza para una fanfarria completa. Los estudiantes usarán sentencias 'IF-ELSE IF' anidadas para clasificar la intensidad.",11,15,3,"Musical Keyboard, Noise Level"
Beatboxer Biónico,"Crea una máquina que acompañe tu beatbox. Los estudiantes deben configurar el sensor para detectar picos cortos de sonido. Cada vez que hagan un sonido percusivo con la boca, el teclado tocará una nota baja de bajo, permitiéndoles crear una base rítmica.",12,16,3,"Musical Keyboard, Noise Level"
La Contraseña del Espía,"El cuartel secreto solo se abre si susurras la contraseña. Si hablas normal o te quedas callado, no pasa nada. Los alumnos deben programar un rango lógico (AND): el ruido debe ser mayor que 5 PERO menor que 20 para activar la melodía de éxito.",11,14,2,"Musical Keyboard, Noise Level"
