idea,descripcion,edad minima,edad maxima,nivel dificuldad,componentes
El Guardián del Tesoro,"Tienes un tesoro secreto (tu mochila) y necesitas protegerlo de los espías. Crea un sistema de alarma: cuando actives el 'Escudo' (interruptor), si alguien intenta mover tu tesoro, sonará una alarma ruidosa de tambores para alertarte. Si desactivas el escudo, podrás moverla en silencio.",10,14,2,"Motion, Musical Drum, Switch"
Cineasta de Sonidos FX,"¡Eres el encargado de los efectos especiales de una película! El actor es un gigante. Programa el dispositivo para que cada vez que agites el aparato (simulando un paso), suene un gran golpe de tambor. Usa el interruptor para cambiar el sonido de 'caminar sobre tierra' a 'caminar sobre metal'.",9,13,2,"Motion, Musical Drum, Switch"
Entrenador Personal Musical,"¡Ponte en forma con ritmo! Vas a crear un entrenador que cuenta tus saltos con música. Activa el entrenamiento con el interruptor y, cada vez que saltes, el dispositivo tocará un ritmo de batería para mantenerte motivado. Si paras de saltar, la música se detiene.",11,15,2,"Motion, Musical Drum, Switch"
Desafío Ninja: Estatua de Piedra,"Los ninjas deben ser totalmente invisibles y silenciosos. Activa el 'Modo Sigilo' con el interruptor y sostén el dispositivo. Si te mueves aunque sea un milímetro, el tambor sonará y habrás sido descubierto. ¿Cuánto tiempo puedes aguantar sin activar la trampa?",8,12,1,"Motion, Musical Drum, Switch"
La Varita del Hechicero Rítmico,Conviértete en un mago que lanza hechizos de sonido. Programa tu varita para que un movimiento suave lance 'Polvo de Hadas' (platillos suaves) y un movimiento fuerte lance 'Trueno' (bombo fuerte). Usa el interruptor para cambiar a magia oscura con sonidos diferentes.,7,10,1,"Motion, Musical Drum, Switch"
Ingeniero Sísmico,"Construye una torre de bloques y coloca el sensor encima. Tu misión es probar si es resistente a terremotos. Activa el sistema y golpea la mesa. Si la torre se mueve demasiado, sonará una alarma de tambores indicando que la estructura ha fallado. ¡Intenta construir una que no active la alarma!",10,14,2,"Motion, Musical Drum, Switch"
La Maraca del Futuro,"Las maracas normales son aburridas. ¡Programa una Maraca Digital! Cuando la agites, debe sonar al ritmo de tu mano. Agrega una función especial: si presionas el interruptor, el sonido cambia instantáneamente a una pandereta para acompañar diferentes canciones.",6,9,1,"Motion, Musical Drum, Switch"
Detector de Intrusos de Habitación,"¿Quieres saber si alguien entra a tu cuarto? Cuelga el dispositivo en el pomo de la puerta. Programa el sensor para que, al sentir la vibración de la puerta abriéndose, toque un ritmo de bienvenida. Usa el interruptor para apagarlo cuando tú entres para no activar tu propia trampa.",9,13,2,"Motion, Musical Drum, Switch"
La Bomba de Tiempo Rítmica,"Pásale el dispositivo a tus amigos en círculo. Deben agitarlo suavemente mientras lo tienen. Si alguien lo deja quieto por mucho tiempo o presiona el interruptor por error, ¡BOOM! Suena un gran tamborazo y esa persona queda eliminada. ¡No dejes que el ritmo pare!",8,12,3,"Motion, Musical Drum, Switch"
Piloto de la Galaxia,"¡Despegue inminente! Usa tu dispositivo como la palanca de mando de una nave espacial. Si inclinas hacia atrás, el motor (tambores) sonará lento. Si inclinas hacia adelante, acelerarás el ritmo. ¡Usa el interruptor para activar el Turbo y hacer que la batería suene a máxima velocidad!",9,12,2,"Motion, Musical Drum, Switch"
Copiloto de Bici Seguro,"Convierte tu bici en un vehículo inteligente. Programa el dispositivo para que, si frenas muy fuerte (el sensor siente el cambio brusco), suene una advertencia de tambores para avisar a quien va detrás. Además, usa el interruptor como una bocina manual para saludar a tus amigos.",10,14,3,"Motion, Musical Drum, Switch"
El Señor de las Tormentas,"Eres el dios del clima en una obra de teatro. Tu tarea es crear el ambiente. Si activas el interruptor, comienza la magia: agita suavemente para crear el sonido de la lluvia cayendo, y da un golpe seco al aire para invocar un trueno estruendoso con el bombo.",8,11,2,"Motion, Musical Drum, Switch"
Chef de Ritmo Batido,"¡A cocinar! Tienes que batir la mezcla para panqueques, pero es aburrido. Crea un programa que te ponga un ritmo de batería cuando presiones el interruptor. Debes mover tu brazo al ritmo de la música. Si dejas de batir (moverte), la música se detiene y la mezcla se arruina.",7,10,1,"Motion, Musical Drum, Switch"
Mensajero Secreto de Espías,"Envía mensajes codificados a tu compañero espía. En lugar de presionar botones, usarás gestos. Un golpe rápido hacia adelante es un 'punto' (sonido agudo), y un movimiento largo hacia el lado es una 'raya' (sonido grave). Usa el interruptor para 'abrir el canal' de transmisión.",11,15,3,"Motion, Musical Drum, Switch"
Campeón de Boxeo Virtual,"Entrena para el gran combate. Sujeta el dispositivo y lanza puñetazos al aire. Cada vez que lances un golpe rápido y fuerte, el dispositivo hará un sonido de impacto realista. Usa el interruptor para sonar la campana y empezar un nuevo round.",9,13,2,"Motion, Musical Drum, Switch"
Jinete del Viejo Oeste,"¡Yi-ja! Convierte tu habitación en el lejano oeste. Coloca el sensor en tu cintura. Cuando saltes imitando el galope, sonará como un caballo corriendo. Si necesitas que tu caballo salte un obstáculo, presiona el interruptor para hacer un sonido especial de salto.",6,9,1,"Motion, Musical Drum, Switch"
El Constructor Ciego,"Ayuda a un constructor a poner una repisa derecha sin mirar. Programa el dispositivo para que haga un redoble de tambor molesto si está chueco (inclinado). Cuando logres ponerlo perfectamente horizontal, el tambor debe callarse. Usa el interruptor para encender tu herramienta.",11,14,3,"Motion, Musical Drum, Switch"
Compositor de Música Caótica,"Crea música loca. Agita el dispositivo para descubrir nuevos sonidos: ¡pum, crash, bang! Es totalmente sorpresa. Cuando encuentres un sonido que te guste mucho, activa el interruptor para 'congelarlo' y tocar solo ese sonido como un instrumento normal.",10,13,2,"Motion, Musical Drum, Switch"
Cazafantasmas: El Radar,"Es de noche y hay fantasmas en la casa. Enciende tu radar con el interruptor. Camina muy despacio (el sensor detecta tu movimiento). Si el sensor detecta algo raro (una sacudida repentina que no hiciste tú, o finges que no hiciste), ¡sonará un golpe de miedo! ¿Podrás encontrar dónde se esconden?",8,12,1,"Motion, Musical Drum, Switch"
Entrenamiento de Estrella de Rock,"¡Conviértete en una leyenda del rock! En esta actividad, programarás tu propio instrumento invisible. Deberás configurar el acelerómetro para detectar tus 'golpes' en el aire y asignarles sonidos de batería potentes. Usa el botón mágico para cambiar tu kit de batería en medio del concierto y sorprender a tus fans.",8,12,1,"Motion, Musical Drum, Touch Button"
El Guardián del Tesoro Pirata,"Protege tu cofre del tesoro de los ladrones. Programarás una trampa de alta tecnología: al pulsar el botón secreto, el sistema se activa. Si alguien intenta mover tu tesoro (el dispositivo), sonará una alarma de tambores ensordecedora para ahuyentar al intruso.",9,13,2,"Motion, Musical Drum, Touch Button"
Caminata Musical Mágica,"Haz que cada paso cuente creando tu propia banda sonora. Programarás el dispositivo para que suene un ritmo de marcha cada vez que tu cuerpo se mueva al caminar. ¡Si te detienes, la música para! Usa el botón para reiniciar tu viaje musical.",10,14,2,"Motion, Musical Drum, Touch Button"
La Bomba de Tiempo Rítmica,"Programa un juego de alta tensión para jugar con amigos. El dispositivo es una 'bomba' que debe pasarse con mucho cuidado. Si el sensor detecta una sacudida demasiado fuerte al pasarla, ¡BOOM! suena el tambor. El botón sirve para reiniciar el temporizador de la bomba.",8,11,1,"Motion, Musical Drum, Touch Button"
Campeón de los Guantes Sonoros,"¡Sube al ring! Vas a crear un entrenador personal que le pone sonido a tus golpes. Cada vez que lances un puñetazo rápido, el dispositivo debe reconocerlo y hacer sonar un fuerte 'PUM' de percusión. Usa el botón para iniciar la ronda de 30 segundos.",11,15,2,"Motion, Musical Drum, Touch Button"
El Narrador de Efectos Especiales,"Dale vida a tus cuentos favoritos. Programarás el dispositivo para que sea tu máquina de efectos especiales. Si agitas suave, crearás lluvia; si agitas fuerte, ¡truenos! Usa el botón para el golpe final de la historia. Aprende a diferenciar la intensidad del movimiento.",9,12,2,"Motion, Musical Drum, Touch Button"
Maestro del Ritmo Automático,"Crea una herramienta inteligente que aprenda tu ritmo. Muévete al ritmo que quieras y pulsa el botón para que el dispositivo memorice la velocidad. Luego, el dispositivo seguirá tocando el tambor a esa velocidad exacta para que puedas practicar tu instrumento.",12,16,3,"Motion, Musical Drum, Touch Button"
Fiesta de Baile Congelado,"¡A bailar hasta caer rendido! Programarás el juego de las estatuas al revés: la música solo suena si tú te mueves. Si te quedas quieto, el silencio reina. Usa el botón para empezar la fiesta y programa el sensor para detectar tu baile continuo.",7,10,1,"Motion, Musical Drum, Touch Button"
El Jockey Digital,"Sube a tu caballo virtual. Usando el sensor de movimiento, harás que suenen los cascos del caballo (tambores) al ritmo de tu mano. Programa el botón para cambiar la dificultad: ¿puedes mantener el ritmo al paso, al trote y al galope?",8,11,1,"Motion, Musical Drum, Touch Button"
Maracas Electrónicas Pro,"Forma parte de la banda de salsa. Crearás unas maracas digitales que reaccionan a tu muñeca. El desafío es programar una condición compuesta: si agitas SIN tocar el botón suena corto, pero si agitas TOCANDO el botón, el sonido cambia y se alarga.",10,14,2,"Motion, Musical Drum, Touch Button"
Sismógrafo de Juguete,"Construye una estación científica. Tu misión es detectar vibraciones en la superficie. Si alguien golpea la mesa, tu dispositivo debe alertar con un sonido de tambor grave. Programa el botón para reiniciar el sistema después de la 'emergencia'.",9,12,2,"Motion, Musical Drum, Touch Button"
Hechicero de Sonidos,"Tu varita mágica no lanza chispas, ¡lanza ritmos! Programa el sensor para que un movimiento suave hacia adelante haga un sonido brillante de platillos. Usa el botón para cambiar el tipo de magia y descubrir nuevos sonidos de percusión.",8,11,1,"Motion, Musical Drum, Touch Button"
Duelo de Reflejos Rápidos,"Pon a prueba tus reflejos. Pulsa el botón y espera... cuando sientas o intuyas la señal (o tras 3 segundos mentales), ¡agita el dispositivo! Si lo haces rápido, sonará un premio de batería. Si eres lento, sonará un tambor triste.",11,15,3,"Motion, Musical Drum, Touch Button"
El Constructor Virtual,¡A construir sin herramientas peligrosas! Convierte tu dispositivo en un martillo inteligente. Debes programarlo para detectar cuando haces el gesto de golpear hacia abajo y frenas de golpe. ¡Clack! Sonará el tambor. Usa el botón para cambiar de herramienta.,9,13,2,"Motion, Musical Drum, Touch Button"
DJ de Movimiento,"¡Controla la pista de baile con tus manos! No necesitas girar discos, solo inclinar tu dispositivo. Programa la inclinación izquierda para los graves y la derecha para los agudos. Usa el botón táctil para hacer un 'drop' espectacular en la música.",12,16,3,"Motion, Musical Drum, Touch Button"
Saltarín de Videojuegos,"¿Quieres sonar como un personaje de videojuego? Programa tu dispositivo para detectar cuando saltas en la vida real. Al despegar del suelo, debe sonar un efecto divertido de batería. Usa el botón para empezar una nueva partida de saltos.",8,12,2,"Motion, Musical Drum, Touch Button"
El Telégrafo Secreto de Espías,Envía mensajes en clave a tus compañeros espías. Usarás una combinación de toques y movimientos. Programa el botón para sonidos cortos y una sacudida para sonidos largos. ¡Crea tu propio lenguaje rítmico que nadie más entienda!,10,14,2,"Motion, Musical Drum, Touch Button"
Tenis Sónico,"Juega al tenis en tu habitación. Programa el dispositivo para reconocer tu 'swing' de derecha o revés. Justo cuando tu brazo vaya más rápido, debe sonar el golpe de la raqueta. Usa el botón para lanzar la pelota al aire antes de golpear.",10,14,3,"Motion, Musical Drum, Touch Button"
Lotería Musical,"Descubre nuevos ritmos por azar. Agita el dispositivo para obtener un sonido sorpresa. ¿Te gusta ese sonido? ¡Rápido, presiona el botón para atraparlo! Intenta coleccionar sonidos hasta armar una canción completa.",8,12,2,"Motion, Musical Drum, Touch Button"
El Equilibrista Perfecto,"Ayuda a mantener el equilibrio. Programarás una herramienta que se queja (con ruido de tambores) si está torcida. Tu objetivo es mover el dispositivo hasta encontrar el silencio absoluto, lo que significa que está perfectamente plano. Usa el botón para definir qué es 'plano'.",11,15,3,"Motion, Musical Drum, Touch Button"
La Flauta del Encantador de Serpientes,¡Conviértete en un encantador de serpientes! Inclina tu flauta mágica hacia arriba o abajo para elegir la nota correcta y sopla fuerte en el sensor para tocar la melodía que hará bailar a la cobra digital.,10,14,2,"Motion, Musical Keyboard, Noise Level"
Entrenamiento de Ninja Sigiloso,"Eres un ninja intentando robar un pergamino sagrado. Debes mover el dispositivo muy lentamente y en absoluto silencio. Si te mueves rápido o haces ruido, ¡la alarma sonará y te atraparán!",8,12,1,"Motion, Musical Keyboard, Noise Level"
DJ de la Fiesta Galáctica,¡Eres el DJ de una fiesta alienígena! Agita tu mano para lanzar el ritmo base y da palmadas fuertes para añadir efectos especiales sonoros a la mezcla.,9,13,2,"Motion, Musical Keyboard, Noise Level"
Cuidando al Dragón Bebé,"Tu huevo de dragón está a punto de eclosionar. Mecerlo suavemente lo hace feliz (melodía suave), pero si hay mucho ruido alrededor, se asustará y llorará (notas disonantes).",7,10,1,"Motion, Musical Keyboard, Noise Level"
Academia de Hechicería: El Hechizo Leviosa,"Para aprobar tu examen de magia, debes agitar tu varita con el movimiento correcto y gritar '¡Leviosa!' al mismo tiempo. Solo así escucharás el sonido del éxito mágico.",10,13,2,"Motion, Musical Keyboard, Noise Level"
El Dios del Clima,¡Controla el clima con tus manos! Agita el dispositivo para convocar vientos huracanados y da una palmada fuerte para lanzar truenos devastadores sobre la tierra.,9,12,2,"Motion, Musical Keyboard, Noise Level"
Estación Sismológica de Emergencia,"Construye un sismógrafo para detectar temblores. Si la tierra tiembla, suena la advertencia. Si además la gente empieza a gritar, la alarma se vuelve crítica.",11,15,3,"Motion, Musical Keyboard, Noise Level"
El Baile Congelado del Robot,"Baila mientras te muevas. En cuanto te quedes quieto, la música parará. ¡Pero cuidado! Si haces algún ruido o risa cuando estés congelado, perderás puntos.",8,12,2,"Motion, Musical Keyboard, Noise Level"
Comunicador Intergaláctico,"Habla con los marcianos. Tu voz activa el transmisor, pero debes inclinar el dispositivo para modular la frecuencia y que te entiendan en su idioma musical.",10,14,2,"Motion, Musical Keyboard, Noise Level"
La Audición de la Superestrella,"¡Estás en un concurso de talentos! Debes cantar fuerte, pero mantén la espalda recta. Si te encorvas mientras cantas, el juez tocará el timbre de eliminación.",11,15,3,"Motion, Musical Keyboard, Noise Level"
Duelo de Caballeros Espaciales,"Convierte tu dispositivo en una espada de luz. Al moverla suena su energía, pero si chocas con otra espada (detectado por el sonido del golpe), escucharás el impacto de la batalla.",9,13,2,"Motion, Musical Keyboard, Noise Level"
El Despertador para Dormilones Extremos,"¡Esta alarma no parará fácilmente! Para detener el molesto sonido, tendrás que sacudir el reloj con todas tus fuerzas y gritar para demostrar que estás despierto.",10,14,2,"Motion, Musical Keyboard, Noise Level"
Maestro de la Sinfónica,"Dirige la orquesta. Mueve tu batuta rápido para acelerar la música. Si quieres que toquen más agudo, ¡canta fuerte hacia ellos!",11,16,3,"Motion, Musical Keyboard, Noise Level"
Piloto de Carreras Fórmula 1,"Acelera inclinando el volante hacia adelante para subir las revoluciones del motor. Pero mantén la cabina en silencio; si los pasajeros gritan, el motor fallará.",8,12,2,"Motion, Musical Keyboard, Noise Level"
El Monje del Templo Silencioso,"Intenta alcanzar el estado Zen. Si logras quedarte totalmente inmóvil y en completo silencio, escucharás la melodía de la iluminación.",10,15,1,"Motion, Musical Keyboard, Noise Level"
El Desafío de la Soprano,"¡Rompe la copa de cristal con tu voz! Canta una nota constante y agita el dispositivo para encontrar la vibración exacta. Cuando ambas coincidan, ¡CRASH!",12,16,3,"Motion, Musical Keyboard, Noise Level"
Cazafantasmas en la Mansión Encantada,"Camina despacio buscando actividad paranormal. El radar pitará más rápido si te mueves sigilosamente. Si el fantasma grita (ruido fuerte), tu dispositivo entrará en pánico.",9,13,2,"Motion, Musical Keyboard, Noise Level"
Pesca Deportiva en el Lago Silencioso,"Lanza tu caña (gesto). Espera en silencio absoluto para no asustar a los peces. Cuando grites '¡Pez!', tira de la caña hacia atrás para ganar el trofeo musical.",8,12,2,"Motion, Musical Keyboard, Noise Level"
El Tren Expreso,"Eres un tren pasando por una estación ruidosa. Cuanto más rápido muevas el dispositivo de izquierda a derecha, más cambiará el tono del silbato del tren.",12,16,3,"Motion, Musical Keyboard, Noise Level"
Campeonato de Salto a la Cuerda,"Salta al ritmo. El dispositivo detectará tus saltos. Debes gritar el número de cada salto para que cuente. Si fallas la coordinación, ¡pierdes el turno!",9,13,2,"Motion, Musical Keyboard, Noise Level"
El Arpa Invisible de los Elfos,"¡Convierte tu dispositivo en un arpa mágica que nadie puede ver! Mantén presionado el 'Interruptor de Magia' y mueve tu mano suavemente de izquierda a derecha. Dependiendo de cuánto inclines tu mano, sonarán notas diferentes, creando melodías encantadas en el aire.",9,12,2,"Motion, Musical Keyboard, Switch"
La Trampa del Tesoro Pirata,"Protege tu cofre del tesoro (o tu diario) de los intrusos. Activa el sistema de seguridad con el interruptor y coloca el dispositivo sobre tu tesoro. Si alguien intenta moverlo, el sensor detectará el robo y sonará una alarma ruidosa para alertar al capitán.",8,11,1,"Motion, Musical Keyboard, Switch"
Varita de Hechizos Mágicos,"Eres un aprendiz de mago. Usa el interruptor para elegir entre 'Magia de Luz' o 'Rayo de Hielo'. Al agitar tu varita (el dispositivo) con fuerza, lanzarás el hechizo seleccionado con un sonido musical poderoso. ¡Practica tus movimientos para ser el mejor hechicero!",7,10,1,"Motion, Musical Keyboard, Switch"
Entrenador de Saltos Musicales,"¿Qué tan alto puedes llegar en la escala musical? Activa tu entrenador personal con el interruptor. Por cada salto que des, el dispositivo tocará una nota más alta. ¡Intenta completar toda la escala musical haciendo 8 saltos seguidos sin detenerte!",10,14,2,"Motion, Musical Keyboard, Switch"
La Maraca Loca,Crea ritmos divertidos agitando tu dispositivo como una maraca. Cada sacudida produce un sonido sorpresa. Usa el interruptor para congelar el sonido en momentos clave y crear pausas dramáticas en tu canción. ¡Forma una banda con tus amigos!,6,9,1,"Motion, Musical Keyboard, Switch"
El Camarero Equilibrista,"Imagina que llevas una bandeja llena de vasos de cristal. Activa el modo 'Principiante' o 'Experto' con el interruptor. Debes caminar sosteniendo el dispositivo totalmente plano. Si te inclinas demasiado, ¡la música sonará indicando que se cayeron los vasos!",10,13,2,"Motion, Musical Keyboard, Switch"
Sonidos de Fantasmas Espaciales,"Crea efectos de sonido de ciencia ficción. Enciende el generador de ondas con el interruptor. Mueve el dispositivo hacia arriba y hacia abajo para cambiar el tono del sonido, haciendo que suene como un fantasma que aúlla o una nave espacial despegando.",11,15,3,"Motion, Musical Keyboard, Switch"
Adivina la Nota Musical,"El juego tocará una nota. Tú debes encontrar esa nota inclinando tu dispositivo a izquierda o derecha. Cuando creas que tienes la posición correcta, presiona el interruptor para confirmar. ¡Si aciertas, pasarás al siguiente nivel!",9,13,3,"Motion, Musical Keyboard, Switch"
Sismógrafo Musical,"Construye una estación científica. Coloca el dispositivo en una mesa y 'calíbralo' con el interruptor. Luego, golpea suavemente la mesa. El dispositivo transformará las vibraciones en sonidos graves. Cuanto más fuerte sea el 'terremoto', más fuerte y grave será el sonido.",10,14,2,"Motion, Musical Keyboard, Switch"
Caballero Galáctico,"¡Defiende la galaxia! Enciende tu sable de luz con el interruptor; escucharás el zumbido de energía. Cuando muevas el brazo rápido para luchar contra un villano imaginario, el sensor detectará el ataque y hará un sonido de choque '¡Clang!'.",7,11,2,"Motion, Musical Keyboard, Switch"
Caminata Mágica,"Haz que tu paseo sea una canción. Elige entre la canción 'Aventura' o 'Misterio' usando el interruptor. Ponte el dispositivo en el bolsillo y camina. Cada paso que des tocará la siguiente nota de la canción. ¡Si corres, la canción irá rapidísimo!",8,12,2,"Motion, Musical Keyboard, Switch"
La Caja de Música Encantada,"Para escuchar la canción de cuna, primero debes darle cuerda. Mantén presionado el interruptor y gira el dispositivo en círculos varias veces. Cuando sueltes el interruptor, la música sonará. Cuantas más vueltas des, ¡más tiempo durará la canción!",9,12,3,"Motion, Musical Keyboard, Switch"
Respiración de Olas del Mar,Relájate como las olas del mar. Activa el modo zen. Inclina el dispositivo hacia atrás lentamente mientras tomas aire (el sonido subirá como una ola). Inclínalo hacia adelante mientras sueltas el aire (el sonido bajará). Sigue el ritmo para calmarte.,10,15,2,"Motion, Musical Keyboard, Switch"
El Doble de Acción,"Pega este sensor a tu muñeco de acción favorito. Activa el interruptor antes de lanzarlo a una misión peligrosa (hacia un cojín suave). Si el muñeco cae desde muy alto, el sensor detectará la caída y gritará una nota divertida al aterrizar.",8,11,2,"Motion, Musical Keyboard, Switch"
DJ Súper Estrella,"¡Tú controlas la fiesta! Usa el interruptor para elegir entre sonidos de batería o sonidos electrónicos. Mueve tu mano en el aire como si estuvieras rayando un disco de vinilo. Movimientos rápidos a la derecha hacen 'Wiki-Wiki', hacia abajo hacen 'Boom'.",11,14,2,"Motion, Musical Keyboard, Switch"
La Bomba Musical,"Reúne a tus amigos en círculo. Enciende el interruptor para iniciar la cuenta atrás. Pásense el dispositivo con cuidado pero rápido. La música irá cada vez más rápido. Si la música se detiene y suena una explosión mientras lo tienes tú, ¡pierdes!",7,12,2,"Motion, Musical Keyboard, Switch"
Piloto de Carreras,Convierte tu mano en un coche de carreras. Gira la llave (el interruptor) para encender el motor. Inclina el dispositivo hacia adelante para pisar el acelerador y escuchar cómo ruge el motor. ¡Inclínalo hacia atrás para frenar antes de la curva!,8,11,2,"Motion, Musical Keyboard, Switch"
Constructor a Ciegas,"Intenta nivelar una mesa con los ojos cerrados. Activa la herramienta y escucha el sonido. Si es muy agudo, está inclinado a un lado; si es grave, al otro. Mueve el dispositivo hasta encontrar el silencio o el tono perfecto que indica que está recto.",11,15,3,"Motion, Musical Keyboard, Switch"
La Llave Secreta del Club,"Crea una contraseña secreta de golpes. Primero, usa el interruptor para entrar en modo 'aprender' y golpea un ritmo en la mesa (TOC-toc-TOC). Luego cambia el interruptor. Ahora, solo si tu amigo golpea ese mismo ritmo, el dispositivo tocará la fanfarria de victoria.",10,14,3,"Motion, Musical Keyboard, Switch"
El Maestro de la Orquesta,"¡Toma la batuta y dirige la orquesta! Enciende el concierto con el interruptor. Si mueves tu mano lentamente, la música sonará despacio y suave. Si mueves la mano con energía y rapidez, ¡la orquesta tocará a toda velocidad! Tú controlas el ritmo.",9,13,3,"Motion, Musical Keyboard, Switch"
El Violín Invisible,"Conviértete en un virtuoso sin cuerdas. Mueve tu dispositivo como un arco de violín para tocar melodías. Usa el botón táctil para cambiar entre sonidos agudos y graves, creando una sinfonía con tus gestos.",10,14,2,"Motion, Musical Keyboard, Touch Button"
El Guardián del Tesoro,"Protege tu diario o tus dulces. Coloca el sensor sobre tu tesoro. Si alguien intenta llevárselo (detectando movimiento), sonará una sirena musical estridente. Solo tú puedes desactivarla presionando el botón secreto.",9,12,1,"Motion, Musical Keyboard, Touch Button"
Escuela de Magia: Varita Sónica,¡Lanza hechizos reales! Agita tu varita para escuchar el brillo mágico. Presiona el botón para cambiar entre hechizos de 'Congelar' (notas agudas) y 'Terremoto' (notas graves). Aprende el movimiento correcto para cada magia.,8,11,1,"Motion, Musical Keyboard, Touch Button"
Entrenador Musical Personal,"¿Puedes completar la escala musical haciendo sentadillas? Cada vez que bajas y subes, el dispositivo toca la siguiente nota de la escala (Do, Re, Mi...). Si te cansas, presiona el botón para empezar de nuevo.",11,15,2,"Motion, Musical Keyboard, Touch Button"
Zapatos Musicales Mágicos,"La música solo suena si tú te mueves. Amarra el sensor a tu pie: cada paso toca una nota de tu canción favorita. ¡Si corres, la canción se acelera! Usa el botón para cambiar de canción.",10,13,2,"Motion, Musical Keyboard, Touch Button"
DJ Mix Master,¡Anima la fiesta! Inclina el dispositivo hacia los lados para hacer 'scratching' con las notas musicales. Presiona el botón táctil justo en el momento del 'drop' para soltar el bajo más potente.,12,16,3,"Motion, Musical Keyboard, Touch Button"
Defensor Galáctico,Construye tu propia espada láser. Al moverla suavemente suena un zumbido constante. ¡Haz un movimiento rápido de ataque para escuchar el choque! Usa el botón para encender tu arma antes de la batalla.,8,12,2,"Motion, Musical Keyboard, Touch Button"
La Bomba Musical,"Pásale el dispositivo a tus amigos con cuidado pero rápido. Mientras detecte movimiento al pasarse, sonará música. ¡Cuando la música pare (temporizador aleatorio), el que lo tenga pierde! Presiona el botón para revancha.",9,14,3,"Motion, Musical Keyboard, Touch Button"
Tu Huevo de Dragón,"Cuida de tu huevo de dragón. Mécelo suavemente para que duerma (melodía de cuna). Si lo dejas quieto mucho tiempo, empezará a llorar. Presiona el botón para darle calor y comida cuando tenga hambre.",7,10,1,"Motion, Musical Keyboard, Touch Button"
Fiesta de Baile Congelado,"¡La música eres tú! Mientras bailes y te muevas, la canción continuará sonando. En cuanto te quedes 'congelado' como estatua, la música se detendrá instantáneamente. Usa el botón para cambiar el ritmo.",8,12,2,"Motion, Musical Keyboard, Touch Button"
Piloto de Carreras Fórmula 1,Convierte tu mano en un auto de carreras. Inclina hacia adelante para acelerar y escucha cómo sube el tono del motor. ¡Cuidado con el tráfico! Presiona el botón para tocar el claxon si alguien se cruza.,9,13,2,"Motion, Musical Keyboard, Touch Button"
El Desafío del Ninja,"Debes llevar el 'artefacto sagrado' de un lado a otro de la habitación sin que suene. Si te mueves muy rápido o tiemblas, sonará la alarma y perderás. Presiona el botón para intentar de nuevo.",10,15,2,"Motion, Musical Keyboard, Touch Button"
Estrella de Rock: Batería Aérea,Crea el ritmo perfecto. Golpea el aire con tu mano para tocar la caja (snare) y usa tu dedo en el botón como si fuera el pedal del bombo. ¡Coordina ambos para crear un ritmo de rock!,11,16,3,"Motion, Musical Keyboard, Touch Button"
Maestro de la Orquesta,Tú tienes la batuta. Agita el dispositivo suavemente para una melodía lenta y tranquila. Agítalo con energía para que la orquesta toque 'Presto' (muy rápido). Presiona el botón para el aplauso final.,10,14,3,"Motion, Musical Keyboard, Touch Button"
Caja Fuerte Secreta,"Para abrir la caja fuerte, debes conocer la clave secreta de movimientos: ¡Agitar, Pulsar, Agitar! Si lo haces en el orden correcto, escucharás el sonido de victoria. Si fallas, sonará la alarma.",11,15,3,"Motion, Musical Keyboard, Touch Button"
Torneo de Tenis Sónico,"Juega la final de Wimbledon en tu cuarto. Presiona el botón para lanzar la pelota al aire, espera un segundo y... ¡Haz el swing con el sensor! Si lo haces a tiempo, escucharás un raquetazo potente.",9,13,2,"Motion, Musical Keyboard, Touch Button"
El Creador de Tormentas,"Controla el clima. Mueve suavemente el dispositivo para crear una lluvia musical relajante. Cuando quieras asustar a todos, ¡presiona el botón para invocar un trueno retumbante!",8,12,1,"Motion, Musical Keyboard, Touch Button"
Espía: Comunicador Secreto,Envía mensajes en código a tus compañeros espías. Presiona el botón para un sonido corto (Punto) y mueve el dispositivo adelante para un sonido largo (Raya). ¿Puedes deletrear S.O.S.?,11,15,3,"Motion, Musical Keyboard, Touch Button"
La Ruleta Musical de la Fortuna,"¿Qué premio ganarás? Agita con fuerza para girar la ruleta, escucharás las notas pasar muy rápido. Cuando se detenga en una nota final, presiona el botón para reclamar tu premio virtual.",8,12,2,"Motion, Musical Keyboard, Touch Button"
Detector de Nervios y Mentiras,"Hazle preguntas a tus amigos. Pídeles que sostengan el sensor. Si se ponen nerviosos y les tiembla la mano, ¡el detector tocará una nota de 'Mentira'! Tú puedes presionar el botón secretamente para salvarlos.",10,14,2,"Motion, Musical Keyboard, Touch Button"
Hombre Orquesta Beatbox,"Crea tu propia base rítmica. Programa el sistema para que cada vez que hagas un sonido grave y fuerte con la boca (Noise), suene el Bombo. Si haces un sonido seco y corto, suena la Caja. Mientras mantienes el ritmo con tu voz, usa el teclado para improvisar una melodía de jazz encima.",10,14,3,"Musical Drum, Musical Keyboard, Noise Level"
El Mago de los Instrumentos,"Toca una canción en el teclado. ¿Te aburres del sonido? ¡Da una palmada fuerte al aire! El sensor de ruido detectará el pico, el Tambor tocará un redoble mágico y tu teclado cambiará instantáneamente de Piano a Sintetizador.",8,11,1,"Musical Drum, Musical Keyboard, Noise Level"
